horizon_years,contribution_interval_days,window_count,annual_alpha_theoretical_mean,annual_alpha_theoretical_median,final_relative_advantage_theoretical_mean,final_relative_advantage_theoretical_median,theoretical_win_rate,annual_alpha_implementable_mean,annual_alpha_implementable_median,final_relative_advantage_implementable_mean,final_relative_advantage_implementable_median,implementable_win_rate,implementable_minus_theoretical_annual_alpha_mean,implementable_minus_theoretical_annual_alpha_median
10,60,5,0.010323141089696541,0.010211638604873174,0.11406404545971358,0.11398939737955027,1.0,0.0011874766395099101,0.000993708490863554,0.02760431605863336,0.026053511801809925,1.0,-0.009135664450186631,-0.009606325809995875
10,90,5,0.011655548071885758,0.011413815540152639,0.13706209088058235,0.13747166856900872,1.0,0.0005776314998075626,0.0018777904984805804,0.030896238175183877,0.041781701190491294,0.6,-0.011077916572078194,-0.011169629900330103
10,120,5,0.01460843181953413,0.014968123871383687,0.1767232456819628,0.1681027132129178,1.0,0.002932671271562004,0.002876959191017159,0.061153972750712306,0.06167652180330152,1.0,-0.011675760547972125,-0.011861855672432808
12,15,5,0.0037236299880754496,0.0038412847400477457,0.04242516435453405,0.04110563900588349,1.0,-0.00011912808107106265,-6.877116844461462e-05,0.001516675866586703,0.00040069962485556054,0.4,-0.0038427580691465122,-0.004014271312666073
12,30,5,0.005928948837799019,0.006212249452869356,0.06950540717760778,0.06797935229365071,1.0,-0.00013369534776130898,-0.000439392071096778,0.004170050861157693,0.0016101965873285273,0.4,-0.006062644185560328,-0.0061740988733389734
12,45,5,0.007609656189922464,0.007629302047817976,0.09366566048420469,0.08870581374628883,1.0,8.951782100297123e-06,-0.0005901724046728507,0.010688562505047239,0.004419385522521191,0.4,-0.007600704407822167,-0.0074841318562381964
12,60,5,0.009541370041226438,0.009489614892129516,0.11641781757655219,0.11316081153832203,1.0,0.0016803180229964187,0.0019644056410230704,0.028939232714555185,0.026374354656747645,0.8,-0.007861052018230019,-0.008191163489785547
12,90,5,0.010891675635896991,0.010178797491264824,0.14391598247805257,0.13358828589041583,1.0,0.0011475063000453644,-0.00038283996760468675,0.034075659228140244,0.01697814714339252,0.4,-0.009744169335851626,-0.010739384311390321
12,120,5,0.01354748990168746,0.013041549422847076,0.1840831260820603,0.1686825183039533,1.0,0.0030168339890649597,0.00205041729883515,0.06117165490448331,0.048845357948358314,0.8,-0.0105306559126225,-0.01032137839689673
15,15,5,0.0028298910224863415,0.0028378659756529423,0.04071891614983238,0.0403283673660908,1.0,-0.0001085408401478194,-9.890395232603488e-05,0.001346551706125032,0.0014876405303505535,0.2,-0.002938431862634161,-0.0030631070436382135
15,30,5,0.0045783844761887234,0.0048035958947652,0.06770900356252607,0.06833803607578348,1.0,-1.7917442438708518e-05,2.579056692098014e-05,0.005312600277820212,0.005822501074333353,0.6,-0.0045963019186274325,-0.0047147544100543115
15,45,5,0.005763312514736052,0.00564363059413342,0.08744781457813669,0.08698758185150068,1.0,7.23622090105902e-05,6.579421410735087e-05,0.009334395643908278,0.009188185439104712,0.6,-0.005690950305725462,-0.00509847271188435
15,60,5,0.006815929683964805,0.006991854092385452,0.10549006437681538,0.10420529059057593,1.0,0.0005091306731728196,0.000382322048453565,0.01784723718691037,0.015887477379693316,0.6,-0.0063067990107919854,-0.006106118859959375
15,90,5,0.008842196570362093,0.009158744433539256,0.14144259503514336,0.14427378219391018,1.0,0.0014915142631145351,0.0012489944122271446,0.03656153827903541,0.03283652300879236,1.0,-0.007350682307247558,-0.007525639084511093
15,120,5,0.009580865375799653,0.009272133009528893,0.15898793252285048,0.15641895213468748,1.0,0.0011915218649507064,0.001515533265702862,0.03812975156679155,0.04383208404078753,0.8,-0.008389343510848945,-0.008494562808196271
20,15,5,0.0021877913795148806,0.0022096722435871463,0.040858584061366846,0.04034400731457377,1.0,-4.9274262929754896e-05,-6.647680930083055e-05,0.0012194852167240811,0.0009224457116749907,0.4,-0.0022370656424446356,-0.002276149052887977
20,30,5,0.003365340469370537,0.0033443578582299516,0.06451292100602624,0.06299635280342342,1.0,2.347337683468176e-05,8.215338971373498e-05,0.004575404852421272,0.0055385516321642125,0.6,-0.003341867092535855,-0.0033860986501863533
20,45,5,0.004522351341132103,0.004417326342405881,0.08833107221031015,0.08608523294013137,1.0,0.00011883628885653864,0.0002664187477139368,0.008411977148428739,0.010827097770239824,0.6,-0.004403515052275564,-0.004150907594691944
20,60,5,0.0051761189681218235,0.005042829191509668,0.10300407365060878,0.10268960804928717,1.0,0.000535794916171195,0.0003608829681089887,0.01786367483033611,0.014587540906890739,0.8,-0.004640324051950628,-0.0046732964990128245
20,90,5,0.006323091163065309,0.006354283623226209,0.1297795661059807,0.12900270054997187,1.0,0.0005062358005016865,0.00027386791219763396,0.021517782308090407,0.017141741968994095,0.8,-0.0058168553625636225,-0.0058479435886089615
20,120,5,0.007559749719506526,0.007519948253972508,0.1590777947293906,0.15783120157325903,1.0,0.0011221784255816658,0.0012642244717291362,0.03680686423850279,0.03907227771778454,0.8,-0.00643757129392486,-0.006924835207492652
