horizon_years,contribution_interval_days,window_count,annual_alpha_theoretical_mean,annual_alpha_theoretical_median,final_relative_advantage_theoretical_mean,final_relative_advantage_theoretical_median,theoretical_win_rate,annual_alpha_implementable_mean,annual_alpha_implementable_median,final_relative_advantage_implementable_mean,final_relative_advantage_implementable_median,implementable_win_rate,implementable_minus_theoretical_annual_alpha_mean,implementable_minus_theoretical_annual_alpha_median
1,15,5,0.019408682800979293,0.01928166602795356,0.06084879595403807,0.06100443835993952,1.0,-0.002400842174326212,-0.004159916399169683,0.040082019143159495,0.03774428700200394,0.2,-0.021809524975305507,-0.021882665701688175
1,30,5,0.031008584981256693,0.03008245944750887,0.11529784769270864,0.1145317779875541,1.0,-0.0042975480096205665,-0.009459813059232491,0.0803413331803449,0.07401972645521337,0.4,-0.03530613299087726,-0.03802838558866761
1,45,5,0.0344590355923833,0.03225331764099959,0.16196085885862344,0.15693084848088623,1.0,-0.006272539304638313,-0.007414421842533603,0.1197400075123948,0.11695848163164846,0.4,-0.040731574897021616,-0.043695578289309145
1,60,5,0.044914268836391845,0.04432309959655045,0.21678934213249296,0.2168382443313499,1.0,-0.0037095823075081304,-0.0025185363091724255,0.16418726384510318,0.1641467701731738,0.2,-0.04862385114389998,-0.04872422948499833
1,90,5,0.05265567944317038,0.049523014476002825,0.31225839644477665,0.316102411879154,1.0,-0.009302812029236085,0.0030188752819568787,0.2402613180151914,0.25371208458652084,0.6,-0.061958491472406466,-0.056829906578441
1,120,5,0.06868061382400044,0.0694016500846264,0.42114200055541595,0.42258050274992653,1.0,-0.007869934467215045,0.0005456130803802584,0.3250743661364079,0.33405083160699967,0.6,-0.07655054829121548,-0.07359774118717621
2,15,5,0.009404727106046007,0.009189374397421846,0.03888329805933268,0.038678275607562096,1.0,-0.0012797844058744846,-0.001566340347210149,0.018813331827511392,0.01787542367421402,0.2,-0.010684511511920491,-0.010968276913018604
2,30,5,0.014525502431909887,0.014439623512160882,0.07015066840263015,0.07028843930739548,1.0,-0.0024131310610186587,-0.002655975121769183,0.0376354121791425,0.036544761339507126,0.2,-0.016938633492928547,-0.01715460093987886
2,45,5,0.01850506694113905,0.018405289600869068,0.0996992123490101,0.09979295803468147,1.0,-0.003494578434056583,-0.003545382803782582,0.056595517360284654,0.05591647022779345,0.2,-0.02199964537519563,-0.022504889784285664
2,60,5,0.0231815599185212,0.02275730748720206,0.13054415724922905,0.13196115752333037,1.0,-0.0034346526801198205,-0.0057955976943047105,0.07706798822386518,0.07235027665089455,0.2,-0.02661621259864102,-0.028434978904635866
2,90,5,0.029054510542317624,0.02776367224443632,0.18756967930748608,0.18725296606225506,1.0,-0.006036442913453577,-0.01088086901503349,0.11417231417116161,0.10350126526638714,0.4,-0.0350909534557712,-0.03864454125946981
2,120,5,0.034565429416275585,0.031181733496788988,0.24325079378757491,0.2427677759868816,1.0,-0.00477653954324384,-0.004914688671019407,0.1573110038696955,0.15603887234031744,0.2,-0.03934196895951943,-0.03823317648490532
3,15,5,0.006853800322926884,0.006833513050756634,0.025466775688473796,0.021744516908540623,1.0,-0.00031928725907655054,-8.646677070722752e-05,0.004590994521914938,0.00010906187976567061,0.4,-0.007173087582003435,-0.006960364462784474
3,30,5,0.010820752711916137,0.01080505447290947,0.060337901052321286,0.06031626809636781,1.0,-0.0005980771183361933,-0.000836560131936448,0.026258708694201084,0.02526276867260613,0.2,-0.01141882983025233,-0.01145757085199861
3,45,5,0.013737279190551255,0.014034410796844865,0.0837752156220672,0.08196164523302962,1.0,-0.0002988439655365216,0.0001334772923806682,0.04129722450021669,0.042074402279469014,0.6,-0.014036123156087776,-0.014122824603516326
3,60,5,0.01728879458964796,0.017895207477614528,0.10934746313953334,0.11330199880320713,1.0,-6.058373255823924e-06,-0.00022511377939715693,0.056037339995563554,0.054857835130829535,0.4,-0.017294852962903784,-0.018916235718873464
3,90,5,0.020831892815537812,0.020220106463110676,0.15043318566104458,0.14790941313687878,1.0,-0.0003584317077893973,0.0018554025723354073,0.0834892636870875,0.08924473995471915,0.6,-0.021190324523327208,-0.019654522693995924
3,120,5,0.02323843087379871,0.022319010766259417,0.18773690185199143,0.1873271377640957,1.0,0.0018311937210100603,0.0026957881545925932,0.11803936628365422,0.1199232284178191,0.6,-0.02140723715278865,-0.021200808447301878
4,15,5,0.005025561381138566,0.00499851800008666,0.030087111247181043,0.030036196716340058,1.0,-0.0002968280750785812,-0.0002740996262378115,0.00921021875182495,0.009235789187731713,0.2,-0.005322389456217147,-0.005272617626324472
4,30,5,0.0080331666490707,0.008074584918131511,0.05294278966496546,0.05326413526720475,1.0,-0.0005752375908747887,-0.0007681044927616565,0.018678055705202378,0.017838389478961325,0.2,-0.008608404239945489,-0.007945010845526346
4,45,5,0.010116515758552835,0.01014178846582292,0.07229853663760263,0.07271039309506411,1.0,-0.0005584138206510047,-0.0002869819265398643,0.029185778400797124,0.030099261124256316,0.4,-0.01067492957920384,-0.010016071370029689
4,60,5,0.012076971894410926,0.011742886336457037,0.09136213506144286,0.08735459199405637,1.0,-0.000916735594212148,-0.00027060998342109954,0.038273006684001666,0.04058692834670974,0.2,-0.012993707488623074,-0.012707645361694109
4,90,5,0.015790903984597992,0.015981000924055522,0.12928188305097596,0.13029007116021085,1.0,-5.968272787850726e-05,0.0014276512899380478,0.06265897259446315,0.06842867228656013,0.6,-0.0158505867124765,-0.014553349634117474
4,120,5,0.018803789917866263,0.018440055533109678,0.1648365649239027,0.15803868680131927,1.0,0.0014002696564587192,0.0016442364325069958,0.08966078664558963,0.09076953466341608,0.6,-0.017403520261407547,-0.018098226965440944
