date,price,index_name,year,month,day,month_key,quarter_key,week_key,return_factor,investment_signal,cash_inflow,cash_balance,contribution,invested_wealth,wealth,total_contribution,wealth_return,all_time_high,all_time_high_flag
1967-04-11,68.03,Nasdaq Composite,1967,4,11,196704,19672,196715,1.0075533175355451,False,0.05,0.05,0.0,568.6781674640197,568.7281674640196,207.30000000000004,1.742841415307545,69.33,False
1967-04-12,67.98,Nasdaq Composite,1967,4,12,196704,19672,196715,0.9992650301337646,False,0.05,0.1,0.0,568.2602061473476,568.3602061473476,207.30000000000004,1.7404060084250124,69.33,False
1967-04-13,68.53,Nasdaq Composite,1967,4,13,196704,19672,196715,1.0080906148867312,False,0.05,0.15000000000000002,0.0,572.8577806307403,573.0077806307403,207.30000000000004,1.7621488581862623,69.33,False
1967-04-14,69.29,Nasdaq Composite,1967,4,14,196704,19672,196715,1.0110900335619437,False,0.05,0.2,0.0,579.2107926441557,579.4107926441558,207.30000000000004,1.7923411693694251,69.33,False
1967-04-17,69.81,Nasdaq Composite,1967,4,17,196704,19672,196716,1.0075046904315197,False,0.05,0.25,0.0,583.5575903375453,583.8075903375453,207.30000000000004,1.8128527599978086,69.81,True
1967-04-18,70.44,Nasdaq Composite,1967,4,18,196704,19672,196716,1.0090244950580145,False,0.05,0.30000000000000004,0.0,588.8239029276133,589.1239029276132,207.30000000000004,1.8377837327919706,70.44,True
1967-04-19,70.53,Nasdaq Composite,1967,4,19,196704,19672,196716,1.0012776831345827,False,0.05,0.35000000000000003,0.0,589.576233297623,589.9262332976231,207.30000000000004,1.8409642826757668,70.53,True
1967-04-20,70.69,Nasdaq Composite,1967,4,20,196704,19672,196716,1.0022685382106904,False,0.05,0.4,0.0,590.9137095109736,591.3137095109736,207.30000000000004,1.8469605657726214,70.69,True
1967-04-21,70.86,Nasdaq Composite,1967,4,21,196704,19672,196716,1.0024048663177254,False,0.05,0.45,0.0,592.3347779876588,592.7847779876588,207.30000000000004,1.8533563320705593,70.86,True
1967-04-24,71.13,Nasdaq Composite,1967,4,24,196704,19672,196717,1.0038103302286197,False,0.05,0.5,0.0,594.5917690976879,595.0917690976879,207.30000000000004,1.8637717473420974,71.13,True
1967-04-25,71.53,Nasdaq Composite,1967,4,25,196704,19672,196717,1.0056235062561507,False,0.05,0.55,0.0,597.9354596310644,598.4854596310644,207.30000000000004,1.8794104384463037,71.53,True
1967-04-26,71.49,Nasdaq Composite,1967,4,26,196704,19672,196717,0.999440794072417,True,0.05,0.6000000000000001,0.6000000000000001,598.2010905777267,598.2010905777267,207.90000000000003,1.8773501230289882,71.53,False
1967-04-27,72.12,Nasdaq Composite,1967,4,27,196704,19672,196717,1.008812421317667,False,0.05,0.05,0.0,603.4726906205856,603.5226906205855,207.90000000000003,1.9022490532367655,72.12,True
1967-04-28,72.31,Nasdaq Composite,1967,4,28,196704,19672,196717,1.002634498058791,False,0.05,0.1,0.0,605.0625382525587,605.1625382525588,207.90000000000003,1.9094352800603782,72.31,True
1967-05-01,72.2,Nasdaq Composite,1967,5,1,196705,19672,196718,0.9984787719540866,False,0.045454545454545456,0.14545454545454545,0.0,604.1421001498373,604.2875546952919,207.90000000000003,1.9045938831759708,72.31,False
1967-05-02,72.1,Nasdaq Composite,1967,5,2,196705,19672,196718,0.9986149584487534,True,0.045454545454545456,0.19090909090909092,0.19090909090909092,603.4962473291815,603.4962473291815,208.09090909090912,1.9001567149938818,72.31,False
1967-05-03,72.31,Nasdaq Composite,1967,5,3,196705,19672,196718,1.0029126213592234,False,0.045454545454545456,0.045454545454545456,0.0,605.2540033893637,605.2994579348182,208.09090909090912,1.9081869566643368,72.31,False
1967-05-04,72.65,Nasdaq Composite,1967,5,4,196705,19672,196718,1.0047019775964596,False,0.045454545454545456,0.09090909090909091,0.0,608.099894153468,608.1908032443771,208.09090909090912,1.9214405396018108,72.65,True
1967-05-05,72.77,Nasdaq Composite,1967,5,5,196705,19672,196718,1.0016517549896764,False,0.045454545454545456,0.13636363636363635,0.0,609.1043261878576,609.2406898242212,208.09090909090912,1.9258448321617259,72.77,True
1967-05-08,72.91,Nasdaq Composite,1967,5,8,196705,19672,196719,1.0019238697265356,False,0.045454545454545456,0.18181818181818182,0.0,610.2761635613124,610.4579817431305,208.09090909090912,1.931050981743533,72.91,True
1967-05-09,72.18,Nasdaq Composite,1967,5,9,196705,19672,196719,0.9899876560142643,False,0.045454545454545456,0.2272727272727273,0.0,604.1658686854413,604.393141412714,208.09090909090912,1.9012980822779202,72.91,False
1967-05-10,72.01,Nasdaq Composite,1967,5,10,196705,19672,196719,0.9976447769465225,False,0.045454545454545456,0.2727272727272727,0.0,602.7429233033891,603.0156505761164,208.09090909090912,1.8940541694316226,72.91,False
1967-05-11,72.35,Nasdaq Composite,1967,5,11,196705,19672,196719,1.004721566449104,False,0.045454545454545456,0.3181818181818182,0.0,605.5888140674933,605.9069958856752,208.09090909090912,1.9072963815670345,72.91,False
1967-05-12,72.17,Nasdaq Composite,1967,5,12,196705,19672,196719,0.9975120939875606,False,0.045454545454545456,0.36363636363636365,0.0,604.0821660159087,604.4458023795451,208.09090909090912,1.899652780713037,72.91,False
1967-05-15,71.6,Nasdaq Composite,1967,5,15,196705,19672,196720,0.9921019814327282,False,0.045454545454545456,0.4090909090909091,0.0,599.3111138525574,599.7202047616482,208.09090909090912,1.8763558981374011,72.91,False
1967-05-16,71.96,Nasdaq Composite,1967,5,16,196705,19672,196720,1.0050279329608938,False,0.045454545454545456,0.4545454545454546,0.0,602.3244099557265,602.778955410272,208.09090909090912,1.8903960372768052,72.91,False
1967-05-17,71.71,Nasdaq Composite,1967,5,17,196705,19672,196720,0.9965258476931629,False,0.045454545454545456,0.5,0.0,600.2318432174145,600.7318432174145,208.09090909090912,1.879952179294643,72.91,False
1967-05-18,71.54,Nasdaq Composite,1967,5,18,196705,19672,196720,0.9976293403988288,False,0.045454545454545456,0.5454545454545454,0.0,598.8088978353625,599.354352380817,208.09090909090912,1.872722386138992,72.91,False
1967-05-19,71.21,Nasdaq Composite,1967,5,19,196705,19672,196720,0.9953871959742799,False,0.045454545454545456,0.5909090909090909,0.0,596.0467097407906,596.6376188316997,208.09090909090912,1.8590781124585911,72.91,False
1967-05-22,70.93,Nasdaq Composite,1967,5,22,196705,19672,196721,0.9960679679820251,False,0.045454545454545456,0.6363636363636364,0.0,593.7030349938811,594.3393986302448,208.09090909090912,1.8474448540647614,72.91,False
1967-05-23,70.61,Nasdaq Composite,1967,5,23,196705,19672,196721,0.9954885097983927,False,0.045454545454545456,0.6818181818181819,0.0,591.0245495688417,591.7063677506599,208.09090909090912,1.8342129524307675,72.91,False
1967-05-24,69.83,Nasdaq Composite,1967,5,24,196705,19672,196721,0.9889534060331397,False,0.045454545454545456,0.7272727272727273,0.0,584.4957413453083,585.223014072581,208.09090909090912,1.8025481736170614,72.91,False
1967-05-25,70.64,Nasdaq Composite,1967,5,25,196705,19672,196721,1.0115995990262066,False,0.045454545454545456,0.7727272727272727,0.0,591.2756575774392,592.0483848501665,208.09090909090912,1.8346168589126575,72.91,False
1967-05-26,70.5,Nasdaq Composite,1967,5,26,196705,19672,196721,0.9980181200453001,False,0.045454545454545456,0.8181818181818182,0.0,590.1038202039846,590.9220020221665,208.09090909090912,1.8286083647710316,72.91,False
1967-05-29,70.15,Nasdaq Composite,1967,5,29,196705,19672,196722,0.9950354609929078,False,0.045454545454545456,0.8636363636363636,0.0,587.1742267703478,588.0378631339842,208.09090909090912,1.8141903391228298,72.91,False
1967-05-31,69.08,Nasdaq Composite,1967,5,31,196705,19672,196722,0.9847469707769065,False,0.045454545454545456,0.9090909090909092,0.0,578.2180411303723,579.1271320394632,208.09090909090912,1.7709432154998233,72.91,False
1967-06-01,70.0,Nasdaq Composite,1967,6,1,196706,19672,196722,1.013317892298784,False,0.045454545454545456,0.9545454545454546,0.0,585.9186867273605,586.873232181906,208.09090909090912,1.8073953268105956,72.91,False
1967-06-02,69.68,Nasdaq Composite,1967,6,2,196706,19672,196722,0.9954285714285716,False,0.045454545454545456,1.0,0.0,583.2402013023212,584.2402013023212,208.09090909090912,1.7941922670980577,72.91,False
1967-06-05,68.65,Nasdaq Composite,1967,6,5,196706,19672,196723,0.9852181400688863,True,0.045454545454545456,1.0454545454545454,1.0454545454545454,575.6642808859303,575.6642808859303,209.13636363636365,1.7525786088872999,72.91,False
1967-06-06,70.08,Nasdaq Composite,1967,6,6,196706,19672,196723,1.0208302986161688,False,0.045454545454545456,0.045454545454545456,0.0,587.6555397594464,587.7009943049009,209.13636363636365,1.8095223543476355,72.91,False
1967-06-07,70.63,Nasdaq Composite,1967,6,7,196706,19672,196723,1.0078481735159817,False,0.045454545454545456,0.09090909090909091,0.0,592.2675624031064,592.3584714940155,209.13636363636365,1.8311723599540168,72.91,False
1967-06-08,71.04,Nasdaq Composite,1967,6,8,196706,19672,196723,1.0058048987682289,False,0.045454545454545456,0.13636363636363635,0.0,595.705615646562,595.8419792829256,209.13636363636365,1.8472032024813996,72.91,False
1967-06-09,71.19,Nasdaq Composite,1967,6,9,196706,19672,196723,1.0021114864864864,False,0.045454545454545456,0.18181818181818182,0.0,596.9634400039238,597.1452581857419,209.13636363636365,1.8528112226028925,72.91,False
1967-06-12,71.59,Nasdaq Composite,1967,6,12,196706,19672,196724,1.0056187666807137,False,0.045454545454545456,0.2272727272727273,0.0,600.3176382902221,600.5449110174949,209.13636363636365,1.8684298832793935,72.91,False
1967-06-13,72.07,Nasdaq Composite,1967,6,13,196706,19672,196724,1.0067048470456765,False,0.045454545454545456,0.2727272727272727,0.0,604.3426762337799,604.6154035065072,209.13636363636365,1.8872452522559486,72.91,False
1967-06-14,71.93,Nasdaq Composite,1967,6,14,196706,19672,196724,0.9980574441515195,False,0.045454545454545456,0.3181818181818182,0.0,603.1687068335756,603.4868886517575,209.13636363636365,1.8812308051950222,72.91,False
1967-06-15,72.02,Nasdaq Composite,1967,6,15,196706,19672,196724,1.0012512164604475,False,0.045454545454545456,0.36363636363636365,0.0,603.9234014479925,604.2870378116289,209.13636363636365,1.8844250014874886,72.91,False
1967-06-16,72.09,Nasdaq Composite,1967,6,16,196706,19672,196724,1.0009719522354903,False,0.045454545454545456,0.4090909090909091,0.0,604.5103861480949,604.9194770571858,209.13636363636365,1.886817461010431,72.91,False
1967-06-19,72.09,Nasdaq Composite,1967,6,19,196706,19672,196725,1.0,False,0.045454545454545456,0.4545454545454546,0.0,604.5103861480949,604.9649316026404,209.13636363636365,1.8864082618213156,72.91,False
1967-06-20,72.1,Nasdaq Composite,1967,6,20,196706,19672,196725,1.0001387154945207,False,0.045454545454545456,0.5,0.0,604.5942411052523,605.0942411052523,209.13636363636365,1.8863992420458695,72.91,False
1967-06-21,71.91,Nasdaq Composite,1967,6,21,196706,19672,196725,0.9973647711511789,False,0.045454545454545456,0.5454545454545454,0.0,603.0009969192606,603.5464514647151,209.13636363636365,1.878391921141065,72.91,False
1967-06-22,71.75,Nasdaq Composite,1967,6,22,196706,19672,196725,0.9977749965234322,False,0.045454545454545456,0.5909090909090909,0.0,601.6593176047414,602.2502266956506,209.13636363636365,1.8715875568496556,72.91,False
1967-06-23,71.8,Nasdaq Composite,1967,6,23,196706,19672,196725,1.0006968641114982,False,0.045454545454545456,0.6363636363636364,0.0,602.0785923905287,602.7149560268923,209.13636363636365,1.8731807221216967,72.91,False
1967-06-26,71.55,Nasdaq Composite,1967,6,26,196706,19672,196726,0.9965181058495822,False,0.045454545454545456,0.6818181818181819,0.0,599.9822184615923,600.6640366434104,209.13636363636365,1.862783536862008,72.91,False
1967-06-27,71.31,Nasdaq Composite,1967,6,27,196706,19672,196726,0.9966457023060797,False,0.045454545454545456,0.7272727272727273,0.0,597.9696994898135,598.6969722170862,209.13636363636365,1.8527904242529556,72.91,False
1967-06-28,71.35,Nasdaq Composite,1967,6,28,196706,19672,196726,1.0005609311457018,False,0.045454545454545456,0.7727272727272727,0.0,598.3051193184432,599.0778465911704,209.13636363636365,1.8539871427037133,72.91,False
1967-06-29,71.01,Nasdaq Composite,1967,6,29,196706,19672,196726,0.9952347582340576,False,0.045454545454545456,0.8181818181818182,0.0,595.4540507750899,596.2722325932717,209.13636363636365,1.8400063037566525,72.91,False
1967-06-30,70.88,Nasdaq Composite,1967,6,30,196706,19672,196726,0.9981692719335303,False,0.045454545454545456,0.8636363636363636,0.0,594.3639363320428,595.2275726956792,209.13636363636365,1.834417012836567,72.91,False
