date,price,index_name,year,month,day,month_key,quarter_key,week_key,return_factor,investment_signal,cash_inflow,cash_balance,contribution,invested_wealth,wealth,total_contribution,wealth_return,all_time_high,all_time_high_flag
1950-02-04,11.73,Nasdaq Composite,1950,2,4,195002,19501,195005,1.0034217279726263,False,0.045454545454545456,0.7418181818181818,0.0,0.4583658969804618,1.2001840787986437,0.44,0.015540374368083087,11.73,True
1950-02-06,11.71,Nasdaq Composite,1950,2,6,195002,19501,195006,0.9982949701619779,False,0.045454545454545456,0.7872727272727273,0.0,0.45758436944937836,1.2448570967221058,0.44,0.01432800473653062,11.73,False
1950-02-07,11.65,Nasdaq Composite,1950,2,7,195002,19501,195006,0.9948761742100768,False,0.045454545454545456,0.8327272727272728,0.0,0.45523978685612787,1.2879670595834005,0.44,0.01197411824410044,11.73,False
1950-02-08,11.63,Nasdaq Composite,1950,2,8,195002,19501,195006,0.9982832618025751,False,0.045454545454545456,0.8781818181818182,0.0,0.45445825932504436,1.3326400775068625,0.44,0.01096833466037861,11.73,False
1950-02-09,11.68,Nasdaq Composite,1950,2,9,195002,19501,195006,1.004299226139295,False,0.045454545454545456,0.9236363636363637,0.0,0.4564120781527531,1.3800484417891168,0.44,0.01203552397868557,11.73,False
1950-02-10,11.65,Nasdaq Composite,1950,2,10,195002,19501,195006,0.9974315068493151,False,0.045454545454545456,0.9690909090909091,0.0,0.45523978685612787,1.424330695947037,0.44,0.010815332607574613,11.73,False
1950-02-11,11.63,Nasdaq Composite,1950,2,11,195002,19501,195006,0.9982832618025751,False,0.045454545454545456,1.0145454545454546,0.0,0.45445825932504436,1.469003713870499,0.44,0.00994005328596792,11.73,False
1950-02-14,11.53,Nasdaq Composite,1950,2,14,195002,19501,195007,0.99140154772141,False,0.045454545454545456,1.06,0.0,0.45055062166962684,1.510550621669627,0.44,0.007033747779751298,11.73,False
1950-02-15,11.53,Nasdaq Composite,1950,2,15,195002,19501,195007,1.0,False,0.045454545454545456,1.1054545454545455,0.0,0.45055062166962684,1.5560051671241724,0.44,0.006826872845052678,11.73,False
1950-02-16,11.49,Nasdaq Composite,1950,2,16,195002,19501,195007,0.9965307892454467,True,0.045454545454545456,1.1509090909090909,1.1509090909090909,1.5998966575165507,1.5998966575165507,1.5909090909090908,0.005649327581831898,11.73,False
