horizon_years,contribution_interval_days,window_stride_days,window_number,start_date,end_date,final_relative_advantage,mean_relative_advantage,median_relative_advantage,std_relative_advantage,percent_time_btd_better,annual_return_btd,annual_return_dca,annual_alpha
1,60,27470,4,2025-03-20,2026-03-20,0.23239481927096528,0.4222953382984769,0.3211348985817737,0.38294433133031525,0.8373015873015873,0.04705012168968992,-0.00883012522560267,0.055880246915292586
1,90,0,0,1950-01-03,1951-01-03,0.29923981819497314,0.23325679506916985,0.06911936636933125,0.23466189115405228,0.740484429065744,0.13434575186934472,0.09132636479002043,0.04301938707932429
1,90,6867,1,1968-10-22,1969-10-22,0.28439025535565987,0.33852663391401944,0.3845720930167995,0.3868067933233342,0.7818930041152263,0.0029896195484211407,-0.023884124636294524,0.026873744184715664
1,90,13735,2,1987-08-12,1988-08-11,0.3177501494709183,0.5806407146384668,0.5786167390688302,0.3611497329884232,0.7559055118110236,0.08912430821887574,0.033091264553505306,0.05603304366537043
1,90,20602,3,2006-05-31,2007-05-31,0.3002300764377528,0.6112912168964943,0.5478981446456019,0.31716368438193243,0.753968253968254,0.14753375375757538,0.10317282408535045,0.044360929672224936
1,90,27470,4,2025-03-20,2026-03-20,0.32304259497148546,0.5369475921611762,0.5888431180922125,0.4422967518824529,0.7579365079365079,0.054546552790652125,-0.0037116546337593315,0.05825820742441146
1,120,0,0,1950-01-03,1951-01-03,0.4066582892581432,0.5467334489246213,0.5934999143519235,0.3673461686556905,0.657439446366782,0.13553400074670918,0.0763024896521578,0.05923151109455138
1,120,6867,1,1968-10-22,1969-10-22,0.3723246500225832,0.20944743713185207,0.01031151633561267,0.2726982506191198,0.6995884773662552,0.0018047965748047012,-0.02667830228127044,0.02848309885607514
1,120,13735,2,1987-08-12,1988-08-11,0.43060826666356866,0.7429956427173574,0.6121778481506139,0.401220562209918,0.6732283464566929,0.08129127171224959,0.007719719527698565,0.07357155218455103
1,120,20602,3,2006-05-31,2007-05-31,0.4026737418541726,0.7267654135452182,0.5832311476614305,0.38125005854258953,0.6706349206349206,0.1449419296566965,0.08830456039661172,0.05663736926008478
1,120,27470,4,2025-03-20,2026-03-20,0.4356342889930791,0.8251068684075206,0.6333833313218338,0.3604736091622092,0.6785714285714286,0.063171355285913,-0.012638494477061224,0.07580984976297422
2,15,0,0,1950-01-03,1952-01-03,0.034017676285451603,0.06026847237689655,0.017136559754317604,0.11657662701153854,0.9790209790209791,0.08051467013961533,0.07359924869310319,0.006915421446512138
2,15,6776,1,1968-07-23,1970-07-23,0.03982905592004915,0.06482818030059681,0.01473260382022179,0.1404945396591193,0.9835051546391752,-0.05938636708703804,-0.06802347403911113,0.008637106952073093
2,15,13552,2,1987-02-10,1989-02-09,0.047513511291568555,0.0931638234453031,0.052498892480912884,0.15162904567031305,0.9822485207100592,0.05123507953625528,0.03775207913976275,0.013483000396492528
2,15,20328,3,2005-08-30,2007-08-30,0.03452814731534937,0.057346433093273357,0.03578537586100761,0.11358854981090596,0.9821428571428571,0.06945357409535702,0.062346569536623875,0.007107004558733143
2,15,27105,4,2024-03-20,2026-03-20,0.03882759291774596,0.060858559890783405,0.03909752083787965,0.10213337639097916,0.9661354581673307,0.03551480991556044,0.0265010517725357,0.009013758143024742
2,30,0,0,1950-01-03,1952-01-03,0.0649785422953284,0.13035442337144762,0.07639033336903411,0.17684038679153893,0.9562937062937062,0.08495394347467022,0.07300554332148645,0.01194840015318377
2,30,6776,1,1968-07-23,1970-07-23,0.07385517392317853,0.13098265464046258,0.08096848391992628,0.19926820756107705,0.9649484536082474,-0.05242732458062349,-0.06674671154891243,0.014319386968288939
2,30,13552,2,1987-02-10,1989-02-09,0.08377230052226681,0.15998403467892844,0.0964717783440785,0.20841043345815266,0.960552268244576,0.05611816983321849,0.03538526689779542,0.02073290293542307
2,30,20328,3,2005-08-30,2007-08-30,0.06329793594838407,0.10087714443296132,0.06919553264683298,0.14407239649783954,0.9603174603174603,0.07100506293844133,0.06004759488341027,0.010957468055031061
2,30,27105,4,2024-03-20,2026-03-20,0.07352956401643551,0.12880908152107615,0.07773783811553536,0.18344625524692454,0.9601593625498008,0.041209695445574956,0.025630910633587245,0.015578784811987711
2,45,0,0,1950-01-03,1952-01-03,0.09567047752460645,0.1720341787460434,0.1189715447427393,0.2123669531896024,0.9353146853146853,0.0873979250730812,0.07080013462075851,0.01659779045232268
2,45,6776,1,1968-07-23,1970-07-23,0.10970375068092797,0.1548917175028075,0.04844483655974341,0.23560245343563588,0.9484536082474226,-0.04709689944078632,-0.06759795502437005,0.020501055583583727
2,45,13552,2,1987-02-10,1989-02-09,0.12619396560683693,0.1969749935638104,0.139057607385351,0.19529024885157634,0.9388560157790927,0.06236028332151511,0.03186062035645576,0.03049966296505935
