date,price,index_name,year,month,day,month_key,quarter_key,week_key,return_factor,investment_signal,cash_inflow,cash_balance,contribution,invested_wealth,wealth,total_contribution,wealth_return,all_time_high,all_time_high_flag,segment_reference_high,drawdown_from_reference_high,threshold_hit
1994-07-04,3580.9,Ibovespa,1994,7,4,199407,19943,199427,1.0,False,0.05,0.05,0.0,0.0,0.05,0.0,0.0,3580.9,True,3580.9,0.0,False
1994-07-05,3564.3,Ibovespa,1994,7,5,199407,19943,199427,0.9953642938925968,False,0.05,0.1,0.0,0.0,0.1,0.0,0.0,3580.9,False,3580.9,-0.004635706107403159,False
1994-07-06,3753.5,Ibovespa,1994,7,6,199407,19943,199427,1.0530819515753442,False,0.05,0.15000000000000002,0.0,0.0,0.15000000000000002,0.0,0.0,3753.5,True,3753.5,0.0,False
1994-07-07,3905.0,Ibovespa,1994,7,7,199407,19943,199427,1.0403623284934063,False,0.05,0.2,0.0,0.0,0.2,0.0,0.0,3905.0,True,3905.0,0.0,False
1994-07-08,4051.9,Ibovespa,1994,7,8,199407,19943,199427,1.037618437900128,False,0.05,0.25,0.0,0.0,0.25,0.0,0.0,4051.9,True,4051.9,0.0,False
1994-07-11,4010.9,Ibovespa,1994,7,11,199407,19943,199428,0.9898812902588909,False,0.05,0.30000000000000004,0.0,0.0,0.30000000000000004,0.0,0.0,4051.9,False,4051.9,-0.010118709741109067,False
1994-07-12,3919.8,Ibovespa,1994,7,12,199407,19943,199428,0.9772868932159865,False,0.05,0.35000000000000003,0.0,0.0,0.35000000000000003,0.0,0.0,4051.9,False,4051.9,-0.032601989190256364,False
1994-07-13,3840.9,Ibovespa,1994,7,13,199407,19943,199428,0.979871422011327,True,0.05,0.4,0.4,0.4,0.4,0.4,0.0,4051.9,False,4051.9,-0.052074335496927415,True
1994-07-14,4016.5,Ibovespa,1994,7,14,199407,19943,199428,1.0457184514046187,False,0.05,0.05,0.0,0.41828738056184755,0.46828738056184754,0.4,0.040638623470772295,4051.9,False,4051.9,-0.008736642069152811,False
1994-07-15,4079.9,Ibovespa,1994,7,15,199407,19943,199428,1.0157848873397237,False,0.05,0.1,0.0,0.42488999973964453,0.5248899997396446,0.4,0.04977999947928913,4079.9,True,4079.9,0.0,False
1994-07-18,4045.3,Ibovespa,1994,7,18,199407,19943,199429,0.9915193999852938,False,0.05,0.15000000000000002,0.0,0.42128667760160393,0.5712866776016039,0.4,0.0387030501847343,4079.9,False,4079.9,-0.008480600014706186,False
1994-07-19,3874.7,Ibovespa,1994,7,19,199407,19943,199429,0.9578276024027883,True,0.05,0.2,0.2,0.6035200083313808,0.6035200083313808,0.6000000000000001,0.005866680552301107,4079.9,False,4079.9,-0.05029535037623478,True
1994-07-20,4038.6,Ibovespa,1994,7,20,199407,19943,199429,1.0423000490360543,False,0.05,0.05,0.0,0.6290489342780381,0.6790489342780381,0.6000000000000001,0.04469066812005851,4079.9,False,4079.9,-0.010122797127380623,False
1994-07-21,4018.5,Ibovespa,1994,7,21,199407,19943,199429,0.9950230277819047,False,0.05,0.1,0.0,0.6259181752083137,0.7259181752083137,0.6000000000000001,0.03702596458330509,4079.9,False,4079.9,-0.015049388465403601,False
1994-07-22,3986.6,Ibovespa,1994,7,22,199407,19943,199429,0.9920617145701132,False,0.05,0.15000000000000002,0.0,0.6209494580777563,0.7709494580777563,0.6000000000000001,0.02793261077034148,4079.9,False,4079.9,-0.02286820755410679,False
