date,price,index_name,year,month,day,month_key,quarter_key,week_key,return_factor,investment_signal,cash_inflow,cash_balance,contribution,invested_wealth,wealth,total_contribution,wealth_return,dip_window
1950-01-03,16.66,S&P 500,1950,1,3,195001,19501,195001,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1950-01-04,16.85,S&P 500,1950,1,4,195001,19501,195001,1.01140456182473,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1950-01-05,16.93,S&P 500,1950,1,5,195001,19501,195001,1.004747774480712,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1950-01-06,16.98,S&P 500,1950,1,6,195001,19501,195001,1.0029533372711164,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1950-01-07,17.09,S&P 500,1950,1,7,195001,19501,195001,1.0064782096584217,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1950-01-09,17.08,S&P 500,1950,1,9,195001,19501,195002,0.9994148624926857,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1950-01-10,17.03,S&P 500,1950,1,10,195001,19501,195002,0.9970725995316161,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1950-01-11,17.09,S&P 500,1950,1,11,195001,19501,195002,1.0035231943628888,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1950-01-12,16.76,S&P 500,1950,1,12,195001,19501,195002,0.9806904622586309,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1950-01-13,16.67,S&P 500,1950,1,13,195001,19501,195002,0.9946300715990454,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1950-01-14,16.65,S&P 500,1950,1,14,195001,19501,195002,0.9988002399520094,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
1950-01-16,16.72,S&P 500,1950,1,16,195001,19501,195003,1.0042042042042043,False,0.0,0.0,0.0,1.0042042042042045,1.0042042042042045,1.0,0.004204204204204531,0
1950-01-17,16.86,S&P 500,1950,1,17,195001,19501,195003,1.0083732057416268,False,0.0,0.0,0.0,1.0126126126126127,1.0126126126126127,1.0,0.012612612612612706,0
1950-01-18,16.85,S&P 500,1950,1,18,195001,19501,195003,0.9994068801897985,False,0.0,0.0,0.0,1.0120120120120124,1.0120120120120124,1.0,0.012012012012012407,0
1950-01-19,16.87,S&P 500,1950,1,19,195001,19501,195003,1.0011869436201781,False,0.0,0.0,0.0,1.0132132132132134,1.0132132132132134,1.0,0.013213213213213448,0
1950-01-20,16.9,S&P 500,1950,1,20,195001,19501,195003,1.0017783046828688,False,0.0,0.0,0.0,1.015015015015015,1.015015015015015,1.0,0.01501501501501501,0
1950-01-21,16.94,S&P 500,1950,1,21,195001,19501,195003,1.0023668639053256,False,0.0,0.0,0.0,1.0174174174174175,1.0174174174174175,1.0,0.017417417417417536,0
1950-01-23,16.92,S&P 500,1950,1,23,195001,19501,195004,0.9988193624557261,False,0.0,0.0,0.0,1.0162162162162163,1.0162162162162163,1.0,0.016216216216216273,0
1950-01-24,16.86,S&P 500,1950,1,24,195001,19501,195004,0.9964539007092197,False,0.0,0.0,0.0,1.0126126126126125,1.0126126126126125,1.0,0.012612612612612484,0
1950-01-25,16.74,S&P 500,1950,1,25,195001,19501,195004,0.99288256227758,False,0.0,0.0,0.0,1.0054054054054051,1.0054054054054051,1.0,0.005405405405405128,0
