date,price,index_name,year,month,day,month_key,quarter_key,week_key,return_factor,investment_signal,cash_inflow,cash_balance,contribution,invested_wealth,wealth,total_contribution,wealth_return
1950-01-03,16.66,S&P 500,1950,1,3,195001,19501,195001,1.0,False,0.04,0.04,0.0,0.0,0.04,0.0,0.0
1950-01-04,16.85,S&P 500,1950,1,4,195001,19501,195001,1.01140456182473,False,0.04,0.08,0.0,0.0,0.08,0.0,0.0
1950-01-05,16.93,S&P 500,1950,1,5,195001,19501,195001,1.004747774480712,False,0.04,0.12,0.0,0.0,0.12,0.0,0.0
1950-01-06,16.98,S&P 500,1950,1,6,195001,19501,195001,1.0029533372711164,False,0.04,0.16,0.0,0.0,0.16,0.0,0.0
1950-01-07,17.09,S&P 500,1950,1,7,195001,19501,195001,1.0064782096584217,False,0.04,0.2,0.0,0.0,0.2,0.0,0.0
1950-01-09,17.08,S&P 500,1950,1,9,195001,19501,195002,0.9994148624926857,False,0.04,0.24,0.0,0.0,0.24,0.0,0.0
1950-01-10,17.03,S&P 500,1950,1,10,195001,19501,195002,0.9970725995316161,False,0.04,0.28,0.0,0.0,0.28,0.0,0.0
1950-01-11,17.09,S&P 500,1950,1,11,195001,19501,195002,1.0035231943628888,False,0.04,0.32,0.0,0.0,0.32,0.0,0.0
1950-01-12,16.76,S&P 500,1950,1,12,195001,19501,195002,0.9806904622586309,False,0.04,0.36,0.0,0.0,0.36,0.0,0.0
1950-01-13,16.67,S&P 500,1950,1,13,195001,19501,195002,0.9946300715990454,False,0.04,0.4,0.0,0.0,0.4,0.0,0.0
1950-01-14,16.65,S&P 500,1950,1,14,195001,19501,195002,0.9988002399520094,False,0.04,0.44,0.0,0.0,0.44,0.0,0.0
1950-01-16,16.72,S&P 500,1950,1,16,195001,19501,195003,1.0042042042042043,False,0.04,0.48,0.0,0.0,0.48,0.0,0.0
1950-01-17,16.86,S&P 500,1950,1,17,195001,19501,195003,1.0083732057416268,False,0.04,0.52,0.0,0.0,0.52,0.0,0.0
1950-01-18,16.85,S&P 500,1950,1,18,195001,19501,195003,0.9994068801897985,False,0.04,0.56,0.0,0.0,0.56,0.0,0.0
1950-01-19,16.87,S&P 500,1950,1,19,195001,19501,195003,1.0011869436201781,False,0.04,0.6,0.0,0.0,0.6,0.0,0.0
1950-01-20,16.9,S&P 500,1950,1,20,195001,19501,195003,1.0017783046828688,False,0.04,0.64,0.0,0.0,0.64,0.0,0.0
1950-01-21,16.94,S&P 500,1950,1,21,195001,19501,195003,1.0023668639053256,False,0.04,0.68,0.0,0.0,0.68,0.0,0.0
1950-01-23,16.92,S&P 500,1950,1,23,195001,19501,195004,0.9988193624557261,False,0.04,0.72,0.0,0.0,0.72,0.0,0.0
1950-01-24,16.86,S&P 500,1950,1,24,195001,19501,195004,0.9964539007092197,False,0.04,0.76,0.0,0.0,0.76,0.0,0.0
1950-01-25,16.74,S&P 500,1950,1,25,195001,19501,195004,0.99288256227758,False,0.04,0.8,0.0,0.0,0.8,0.0,0.0
1950-01-26,16.73,S&P 500,1950,1,26,195001,19501,195004,0.9994026284348866,False,0.04,0.84,0.0,0.0,0.84,0.0,0.0
1950-01-27,16.82,S&P 500,1950,1,27,195001,19501,195004,1.0053795576808129,False,0.04,0.88,0.0,0.0,0.88,0.0,0.0
1950-01-28,16.9,S&P 500,1950,1,28,195001,19501,195004,1.004756242568371,False,0.04,0.92,0.0,0.0,0.92,0.0,0.0
1950-01-30,17.02,S&P 500,1950,1,30,195001,19501,195005,1.0071005917159763,False,0.04,0.96,0.0,0.0,0.96,0.0,0.0
1950-01-31,17.05,S&P 500,1950,1,31,195001,19501,195005,1.001762632197415,True,0.04,1.0,1.0,1.0,1.0,1.0,0.0
1950-02-01,17.05,S&P 500,1950,2,1,195002,19501,195005,1.0,False,0.045454545454545456,0.045454545454545456,0.0,1.0,1.0454545454545454,1.0,0.0
1950-02-02,17.23,S&P 500,1950,2,2,195002,19501,195005,1.010557184750733,False,0.045454545454545456,0.09090909090909091,0.0,1.0105571847507333,1.1014662756598241,1.0,0.00967741935483879
1950-02-03,17.29,S&P 500,1950,2,3,195002,19501,195005,1.0034822983168892,False,0.045454545454545456,0.13636363636363635,0.0,1.014076246334311,1.1504398826979472,1.0,0.012387096774193695
1950-02-04,17.35,S&P 500,1950,2,4,195002,19501,195005,1.00347021399653,False,0.045454545454545456,0.18181818181818182,0.0,1.0175953079178888,1.1994134897360706,1.0,0.01488833746898277
1950-02-06,17.32,S&P 500,1950,2,6,195002,19501,195006,0.9982708933717579,False,0.045454545454545456,0.2272727272727273,0.0,1.0158357771261,1.2431085043988273,1.0,0.012903225806451868
1950-02-07,17.23,S&P 500,1950,2,7,195002,19501,195006,0.9948036951501155,False,0.045454545454545456,0.2727272727272727,0.0,1.0105571847507333,1.283284457478006,1.0,0.0082949308755762
1950-02-08,17.21,S&P 500,1950,2,8,195002,19501,195006,0.9988392338943703,False,0.045454545454545456,0.3181818181818182,0.0,1.0093841642228742,1.3275659824046924,1.0,0.007119021134594172
1950-02-09,17.28,S&P 500,1950,2,9,195002,19501,195006,1.0040674026728647,False,0.045454545454545456,0.36363636363636365,0.0,1.0134897360703814,1.3771260997067452,1.0,0.009892473118279677
1950-02-10,17.24,S&P 500,1950,2,10,195002,19501,195006,0.997685185185185,False,0.045454545454545456,0.4090909090909091,0.0,1.0111436950146626,1.4202346041055718,1.0,0.007908428720083238
1950-02-11,17.21,S&P 500,1950,2,11,195002,19501,195006,0.9982598607888632,False,0.045454545454545456,0.4545454545454546,0.0,1.009384164222874,1.4639296187683286,1.0,0.006451612903225934
1950-02-14,17.06,S&P 500,1950,2,14,195002,19501,195007,0.9912841371295757,False,0.045454545454545456,0.5,0.0,1.0005865102639295,1.5005865102639295,1.0,0.00039100684261961227
1950-02-15,17.06,S&P 500,1950,2,15,195002,19501,195007,1.0,False,0.045454545454545456,0.5454545454545454,0.0,1.0005865102639295,1.546041055718475,1.0,0.0003795066413661008
1950-02-16,16.99,S&P 500,1950,2,16,195002,19501,195007,0.9958968347010551,False,0.045454545454545456,0.5909090909090909,0.0,0.9964809384164223,1.5873900293255132,1.0,-0.0022119815668202314
