date,price,index_name,year,month,day,month_key,quarter_key,week_key,return_factor,investment_signal,cash_inflow,cash_balance,contribution,invested_wealth,wealth,total_contribution,wealth_return
1968-03-07,89.1,S&P 500,1968,3,7,196803,19681,196810,0.9982074837553214,False,0.047619047619047616,0.23809523809523808,0.0,463.4016668454519,463.63976208354717,218.0,1.1244675984626862
1968-03-08,89.03,S&P 500,1968,3,8,196803,19681,196810,0.9992143658810326,False,0.047619047619047616,0.2857142857142857,0.0,463.0376026851918,463.3233169709061,218.0,1.1225544625630515
1968-03-11,90.13,S&P 500,1968,3,11,196803,19681,196811,1.0123553858250027,False,0.047619047619047616,0.3333333333333333,0.0,468.7586109178517,469.091944251185,218.0,1.1485127217611524
1968-03-12,90.23,S&P 500,1968,3,12,196803,19681,196811,1.00110950848774,False,0.047619047619047616,0.38095238095238093,0.0,469.27870257536625,469.65965495631866,218.0,1.1506438626434128
1968-03-13,90.03,S&P 500,1968,3,13,196803,19681,196811,0.9977834423140862,False,0.047619047619047616,0.42857142857142855,0.0,468.23851926033717,468.6670906889086,218.0,1.145630892624173
1968-03-14,88.32,S&P 500,1968,3,14,196803,19681,196811,0.9810063312229256,False,0.047619047619047616,0.47619047619047616,0.0,459.3449519168385,459.821142393029,218.0,1.1046739298721904
1968-03-15,89.1,S&P 500,1968,3,15,196803,19681,196811,1.0088315217391304,False,0.047619047619047616,0.5238095238095237,0.0,463.40166684545187,463.9254763692614,218.0,1.1229973858693594
1968-03-18,89.59,S&P 500,1968,3,18,196803,19681,196812,1.0054994388327723,False,0.047619047619047616,0.5714285714285714,0.0,465.95011596727306,466.5215445387016,218.0,1.1344122952751055
1968-03-19,88.99,S&P 500,1968,3,19,196803,19681,196812,0.9933028239758901,False,0.047619047619047616,0.6190476190476191,0.0,462.8295660221858,463.4486136412334,218.0,1.1198912843532787
1968-03-20,88.98,S&P 500,1968,3,20,196803,19681,196812,0.999887627823351,False,0.047619047619047616,0.6666666666666666,0.0,462.77755685643444,463.44422352310113,218.0,1.1194095587946697
1968-03-21,88.33,S&P 500,1968,3,21,196803,19681,196812,0.9926949876376713,False,0.047619047619047616,0.7142857142857142,0.0,459.3969610825899,460.1112467968756,218.0,1.1037091623632458
1968-03-22,88.42,S&P 500,1968,3,22,196803,19681,196812,1.0010189063738255,False,0.047619047619047616,0.7619047619047619,0.0,459.865043574353,460.6269483362578,218.0,1.1056086014500246
1968-03-25,88.33,S&P 500,1968,3,25,196803,19681,196813,0.9989821307396516,False,0.047619047619047616,0.8095238095238095,0.0,459.3969610825899,460.2064848921137,218.0,1.1032287666451333
1968-03-26,88.93,S&P 500,1968,3,26,196803,19681,196813,1.0067927091588362,False,0.047619047619047616,0.8571428571428571,0.0,462.5175110276771,463.3746538848199,218.0,1.1172471130507438
1968-03-27,89.66,S&P 500,1968,3,27,196803,19681,196813,1.0082087034746428,False,0.047619047619047616,0.9047619047619047,0.0,466.3141801275331,467.21894203229505,218.0,1.1343480058033926
1968-03-28,89.57,S&P 500,1968,3,28,196803,19681,196813,0.9989962078964978,False,0.047619047619047616,0.9523809523809523,0.0,465.84609763577,466.79847858815094,218.0,1.1319634733256132
1968-03-29,90.2,S&P 500,1968,3,29,196803,19681,196813,1.0070336050016748,True,0.047619047619047616,1.0,1.0,470.1226750781117,470.1226750781117,219.0,1.1466788816352134
1968-04-01,92.48,S&P 500,1968,4,1,196804,19682,196814,1.0252771618625278,False,0.05,0.05,0.0,482.0060420313057,482.0560420313057,219.0,1.2006667063743697
1968-04-02,92.64,S&P 500,1968,4,2,196804,19682,196814,1.0017301038062283,False,0.05,0.1,0.0,482.83996251924907,482.9399625192491,219.0,1.204198824825418
1968-04-03,93.47,S&P 500,1968,4,3,196804,19682,196814,1.0089594127806563,False,0.05,0.15000000000000002,0.0,487.16592505045566,487.31592505045563,219.0,1.2236638149689965
1968-04-04,93.84,S&P 500,1968,4,4,196804,19682,196814,1.0039584893548732,False,0.05,0.2,0.0,489.09436617882477,489.29436617882476,219.0,1.2321823274581423
1968-04-05,93.29,S&P 500,1968,4,5,196804,19682,196814,0.9941389599317988,False,0.05,0.25,0.0,486.22776450151923,486.47776450151923,219.0,1.21882674801149
1968-04-08,94.95,S&P 500,1968,4,8,196804,19682,196815,1.0177939757744667,False,0.05,0.30000000000000004,0.0,494.8796895639324,495.1796895639324,219.0,1.2580013204009686
1968-04-10,95.67,S&P 500,1968,4,10,196804,19682,196815,1.0075829383886257,False,0.05,0.35000000000000003,0.0,498.6323317596779,498.98233175967795,219.0,1.2748225746965032
1968-04-11,96.53,S&P 500,1968,4,11,196804,19682,196815,1.0089892338246054,False,0.05,0.4,0.0,503.1146543823738,503.5146543823738,219.0,1.2949619616334265
1968-04-15,96.59,S&P 500,1968,4,15,196804,19682,196816,1.000621568424324,False,0.05,0.45,0.0,503.42737456535264,503.8773745653526,219.0,1.296091932400787
1968-04-16,96.62,S&P 500,1968,4,16,196804,19682,196816,1.000310591158505,False,0.05,0.5,0.0,503.58373465684207,504.08373465684207,219.0,1.2965090417168206
1968-04-17,96.81,S&P 500,1968,4,17,196804,19682,196816,1.0019664665700683,False,0.05,0.55,0.0,504.5740152362749,505.1240152362749,219.0,1.3007242780062622
1968-04-18,97.08,S&P 500,1968,4,18,196804,19682,196816,1.0027889680818096,False,0.05,0.6000000000000001,0.0,505.9812560596793,506.58125605967933,219.0,1.3068363208546416
1968-04-19,95.85,S&P 500,1968,4,19,196804,19682,196816,0.9873300370828183,False,0.05,0.65,0.0,499.5704923086142,500.22049230861415,219.0,1.2773525714027505
1968-04-22,95.32,S&P 500,1968,4,22,196804,19682,196817,0.994470526864893,False,0.05,0.7000000000000001,0.0,496.80813069230146,497.50813069230145,219.0,1.2644885329645037
1968-04-23,96.62,S&P 500,1968,4,23,196804,19682,196817,1.0136382710868654,False,0.05,0.75,0.0,503.58373465684195,504.33373465684195,219.0,1.2950340598718633
1968-04-24,96.92,S&P 500,1968,4,24,196804,19682,196817,1.0031049472158973,False,0.05,0.8,0.0,505.1473355717359,505.9473355717359,219.0,1.3018532100624927
1968-04-25,96.62,S&P 500,1968,4,25,196804,19682,196817,0.9969046636401155,False,0.05,0.8500000000000001,0.0,503.5837346568419,504.4337346568419,219.0,1.294445006399099
1968-04-26,97.21,S&P 500,1968,4,26,196804,19682,196817,1.0061063961912646,False,0.05,0.9,0.0,506.6588164561333,507.5588164561333,219.0,1.308134681474003
1968-04-29,97.97,S&P 500,1968,4,29,196804,19682,196818,1.0078181257072318,False,0.05,0.9500000000000001,0.0,510.61993877386465,511.56993877386464,219.0,1.3258465049959747
1968-04-30,97.46,S&P 500,1968,4,30,196804,19682,196818,0.994794324793304,True,0.05,1.0,1.0,508.96181721854487,508.96181721854487,220.0,1.3134628055388404
1968-05-01,97.97,S&P 500,1968,5,1,196805,19682,196818,1.0052329160681306,False,0.045454545454545456,0.045454545454545456,0.0,511.62517168993276,511.6706262353873,220.0,1.3252951409168605
1968-05-02,98.59,S&P 500,1968,5,2,196805,19682,196818,1.0063284678983362,False,0.045454545454545456,0.09090909090909091,0.0,514.8629751649532,514.9538842558624,220.0,1.3397326422199445
1968-05-03,98.66,S&P 500,1968,5,3,196805,19682,196818,1.0007100111573182,False,0.045454545454545456,0.13636363636363635,0.0,515.2285336218104,515.364897258174,220.0,1.3411166094734313
1968-05-06,98.35,S&P 500,1968,5,6,196805,19682,196819,0.9968578958037705,False,0.045454545454545456,0.18181818181818182,0.0,513.6096318843001,513.7914500661183,220.0,1.3334871803168045
1968-05-07,98.9,S&P 500,1968,5,7,196805,19682,196819,1.0055922724961872,False,0.045454545454545456,0.2272727272727273,0.0,516.4818769024636,516.7091496297363,220.0,1.346254136605614
1968-05-08,98.91,S&P 500,1968,5,8,196805,19682,196819,1.0001011122345802,False,0.045454545454545456,0.2727272727272727,0.0,516.5340995391573,516.8068268118845,220.0,1.34621341103208
1968-05-09,98.39,S&P 500,1968,5,9,196805,19682,196819,0.9947426953796381,False,0.045454545454545456,0.3181818181818182,0.0,513.8185224310756,514.1367042492575,220.0,1.333609963582353
1968-05-10,98.5,S&P 500,1968,5,10,196805,19682,196819,1.0011179997967272,False,0.045454545454545456,0.36363636363636365,0.0,514.3929714347083,514.7566077983447,220.0,1.3359417020551945
1968-05-13,98.19,S&P 500,1968,5,13,196805,19682,196820,0.9968527918781726,False,0.045454545454545456,0.4090909090909091,0.0,512.774069697198,513.1831606062889,220.0,1.3283212071227792
1968-05-14,98.12,S&P 500,1968,5,14,196805,19682,196820,0.9992870964456666,False,0.045454545454545456,0.4545454545454546,0.0,512.4085112403409,512.8630566948864,220.0,1.3263891231520617
1968-05-15,98.07,S&P 500,1968,5,15,196805,19682,196820,0.9994904198940072,False,0.045454545454545456,0.5,0.0,512.1473980568715,512.6473980568715,220.0,1.3249315104620019
1968-05-16,97.6,S&P 500,1968,5,16,196805,19682,196820,0.9952075048434792,False,0.045454545454545456,0.5454545454545454,0.0,509.6929341322591,510.23838867771366,220.0,1.313529379824753
1968-05-17,96.9,S&P 500,1968,5,17,196805,19682,196820,0.9928278688524591,False,0.045454545454545456,0.5909090909090909,0.0,506.0373495636876,506.62825865459666,220.0,1.2966869339380027
1968-05-20,96.45,S&P 500,1968,5,20,196805,19682,196821,0.9953560371517027,False,0.045454545454545456,0.6363636363636364,0.0,503.68733091246304,504.32369454882667,220.0,1.2857687021166435
1968-05-21,96.93,S&P 500,1968,5,21,196805,19682,196821,1.0049766718506998,False,0.045454545454545456,0.6818181818181819,0.0,506.19401747376924,506.8758356555874,220.0,1.2968626950407667
1968-05-22,97.18,S&P 500,1968,5,22,196805,19682,196821,1.0025791808521614,False,0.045454545454545456,0.7272727272727273,0.0,507.4995833911162,508.2268561183889,220.0,1.3025104684111524
1968-05-23,96.97,S&P 500,1968,5,23,196805,19682,196821,0.9978390615352952,False,0.045454545454545456,0.7727272727272727,0.0,506.4029080205446,507.17563529327185,220.0,1.2972748561770602
1968-05-24,97.15,S&P 500,1968,5,24,196805,19682,196821,1.001856244199237,False,0.045454545454545456,0.8181818181818182,0.0,507.3429154810345,508.1610972992163,220.0,1.3012647469293452
1968-05-27,96.99,S&P 500,1968,5,27,196805,19682,196822,0.9983530622748327,False,0.045454545454545456,0.8636363636363636,0.0,506.5073532939324,507.37098965756877,220.0,1.297213783178949
1968-05-28,97.62,S&P 500,1968,5,28,196805,19682,196822,1.0064955150015467,False,0.045454545454545456,0.9090909090909092,0.0,509.7973794056468,510.7064703147377,220.0,1.3118399890790595
1968-05-29,97.92,S&P 500,1968,5,29,196805,19682,196822,1.0030731407498463,False,0.045454545454545456,0.9545454545454546,0.0,511.3640585064631,512.3186039610085,220.0,1.318660622740627
1968-05-31,98.68,S&P 500,1968,5,31,196805,19682,196822,1.0077614379084967,True,0.045454545454545456,1.0,1.0,516.3329788951979,516.3329788951979,221.0,1.3363483207927507
1968-06-03,99.99,S&P 500,1968,6,3,196806,19682,196823,1.013275233076611,False,0.058823529411764705,0.058823529411764705,0.0,523.1874195351726,523.2462430645843,221.0,1.3670000351511264
1968-06-04,100.38,S&P 500,1968,6,4,196806,19682,196823,1.003900390039004,False,0.058823529411764705,0.11764705882352941,0.0,525.2280545348598,525.3457015936833,221.0,1.3758651043076924
1968-06-05,99.89,S&P 500,1968,6,5,196806,19682,196823,0.995118549511855,False,0.058823529411764705,0.1764705882352941,0.0,522.6641797916631,522.8406503798983,221.0,1.3639071958665614
1968-06-06,100.65,S&P 500,1968,6,6,196806,19682,196823,1.0076083692061268,False,0.058823529411764705,0.23529411764705882,0.0,526.6408018423355,526.8760959599825,221.0,1.3815191787608887
1968-06-07,101.27,S&P 500,1968,6,7,196806,19682,196823,1.0061599602583209,False,0.058823529411764705,0.29411764705882354,0.0,529.8848882520945,530.1790058991533,221.0,1.3958115630743237
1968-06-10,101.41,S&P 500,1968,6,10,196806,19682,196824,1.0013824429742273,False,0.058823529411764705,0.3529411764705882,0.0,530.6174238930079,530.9703650694785,221.0,1.3987499883553371
1968-06-11,101.66,S&P 500,1968,6,11,196806,19682,196824,1.0024652401143872,False,0.058823529411764705,0.4117647058823529,0.0,531.9255232517817,532.337287957664,221.0,1.4042863696281316
1968-06-13,101.25,S&P 500,1968,6,13,196806,19682,196824,0.9959669486523707,False,0.058823529411764705,0.47058823529411764,0.0,529.7802403033927,530.2508285386868,221.0,1.3942268486474574
1968-06-14,101.13,S&P 500,1968,6,14,196806,19682,196824,0.9988148148148148,False,0.058823529411764705,0.5294117647058824,0.0,529.1523526111813,529.6817643758872,221.0,1.391022303343091
1968-06-17,100.13,S&P 500,1968,6,17,196806,19682,196825,0.9901117373677445,False,0.058823529411764705,0.5882352941176471,0.0,523.9199551760861,524.5081904702038,221.0,1.3670398826635157
1968-06-18,99.99,S&P 500,1968,6,18,196806,19682,196825,0.9986018176370718,False,0.058823529411764705,0.6470588235294118,0.0,523.1874195351727,523.8344783587021,221.0,1.3633721157372438
1968-06-20,101.51,S&P 500,1968,6,20,196806,19682,196825,1.0152015201520153,False,0.058823529411764705,0.7058823529411764,0.0,531.1406636365175,531.8465459894587,221.0,1.3988833329320238
1968-06-21,100.66,S&P 500,1968,6,21,196806,19682,196825,0.9916264407447541,False,0.058823529411764705,0.7647058823529411,0.0,526.6931258166865,527.4578316990394,221.0,1.3784570660168884
1968-06-24,100.39,S&P 500,1968,6,24,196806,19682,196826,0.9973177031591497,False,0.058823529411764705,0.8235294117647058,0.0,525.2803785092109,526.1039079209756,221.0,1.3717227352576469
1968-06-25,100.08,S&P 500,1968,6,25,196806,19682,196826,0.9969120430321745,False,0.058823529411764705,0.8823529411764706,0.0,523.6583353043313,524.5406882455078,221.0,1.3640487010004327
1968-06-27,99.98,S&P 500,1968,6,27,196806,19682,196826,0.9990007993605117,False,0.058823529411764705,0.9411764705882353,0.0,523.1350955608219,524.0762720314102,221.0,1.3613296115912998
1968-06-28,99.58,S&P 500,1968,6,28,196806,19682,196826,0.995999199839968,True,0.058823529411764705,1.0,1.0,522.0421365867838,522.0421365867838,222.0,1.3515411557963235
1968-07-01,99.4,S&P 500,1968,7,1,196807,19683,196827,0.9981924081140792,False,0.058823529411764705,0.058823529411764705,0.0,521.0984974565807,521.1573209859924,222.0,1.3469336309302968
1968-07-02,99.74,S&P 500,1968,7,2,196807,19683,196827,1.003420523138833,False,0.058823529411764705,0.11764705882352941,0.0,522.880926924742,522.9985739835655,222.0,1.3546016307522812
1968-07-03,100.91,S&P 500,1968,7,3,196807,19683,196827,1.0117304992981753,False,0.058823529411764705,0.1764705882352941,0.0,529.014581271062,529.1910518592972,222.0,1.381850114272717
1968-07-08,101.94,S&P 500,1968,7,8,196807,19683,196828,1.010207115251214,False,0.058823529411764705,0.23529411764705882,0.0,534.4142940716683,534.6495881893154,222.0,1.405781630285432
1968-07-09,102.23,S&P 500,1968,7,9,196807,19683,196828,1.0028448106729448,False,0.058823529411764705,0.29411764705882354,0.0,535.9346015592178,536.2287192062765,222.0,1.4122488029919826
1968-07-11,102.39,S&P 500,1968,7,11,196807,19683,196828,1.0015650983077373,False,0.058823529411764705,0.3529411764705882,0.0,536.773391897176,537.1263330736466,222.0,1.4156475296962943
1968-07-12,102.34,S&P 500,1968,7,12,196807,19683,196828,0.9995116710616272,False,0.058823529411764705,0.4117647058823529,0.0,536.5112699165641,536.9230346224464,222.0,1.4140945751339826
1968-07-15,102.26,S&P 500,1968,7,15,196807,19683,196829,0.99921829196795,False,0.058823529411764705,0.47058823529411764,0.0,536.0918747475849,536.5624629828791,222.0,1.4118355025671456
1968-07-16,101.7,S&P 500,1968,7,16,196807,19683,196829,0.9945237629571679,False,0.058823529411764705,0.5294117647058824,0.0,533.156108564731,533.6855203294368,222.0,1.3982695864658807
1968-07-18,101.44,S&P 500,1968,7,18,196807,19683,196829,0.9974434611602753,False,0.058823529411764705,0.5882352941176471,0.0,531.7930742655486,532.3813095596663,222.0,1.3917764964361328
1968-07-19,100.46,S&P 500,1968,7,19,196807,19683,196829,0.9903391167192429,False,0.058823529411764705,0.6470588235294118,0.0,526.6554834455542,527.3025422690836,222.0,1.3683337433485918
1968-07-22,99.33,S&P 500,1968,7,22,196807,19683,196830,0.9887517419868604,False,0.058823529411764705,0.7058823529411764,0.0,520.7315266837238,521.437409036665,222.0,1.3413724124731394
1968-07-23,99.21,S&P 500,1968,7,23,196807,19683,196830,0.99879190576865,False,0.058823529411764705,0.7647058823529411,0.0,520.1024339302552,520.8671398126081,222.0,1.3381941845297964
1968-07-25,97.94,S&P 500,1968,7,25,196807,19683,196830,0.9871988710815442,False,0.058823529411764705,0.8235294117647058,0.0,513.4445356227113,514.2680650344761,222.0,1.307961221115653
1968-07-26,98.34,S&P 500,1968,7,26,196807,19683,196830,1.0040841331427406,False,0.058823529411764705,0.8823529411764706,0.0,515.5415114676072,516.4238644087836,222.0,1.3170244642252102
1968-07-29,97.65,S&P 500,1968,7,29,196807,19683,196831,0.9929835265405735,False,0.058823529411764705,0.9411764705882353,0.0,511.924228135162,512.8654046057503,222.0,1.3004516829281676
1968-07-30,97.74,S&P 500,1968,7,30,196807,19683,196831,1.000921658986175,True,0.058823529411764705,1.0,1.0,513.3960477002634,513.3960477002634,223.0,1.3022244291491631
1968-08-01,97.28,S&P 500,1968,8,1,196808,19683,196831,0.9952936361776141,False,0.05555555555555555,0.05555555555555555,0.0,510.979819114811,511.03537467036654,223.0,1.291067682208368
1968-08-02,96.63,S&P 500,1968,8,2,196808,19683,196831,0.9933182565789473,False,0.05555555555555555,0.1111111111111111,0.0,507.5655830701499,507.676694181261,223.0,1.2754433504140184
